# Locations and occurence times of CCSN in this MW
# 
# CCSN rate = 1.63/century
# Observational period = 1e5 years
# 
# R [kpc]    z [kpc]       phi [rad]    l [rad]       b [rad]       Rs [kpc]      Birthday [yr]
3.5955714    -0.4949886    2.8588824    +0.1961733    -0.0958965    5.1696138     8.4500696e+04
3.3556411    -0.2822882    2.3819382    +0.3639398    -0.0434542    6.4982700     8.4538763e+04
2.0214727    +0.7748847    6.2451134    -0.0073138    +0.0735234    10.5487882    8.4568549e+04
4.0671044    +0.0081294    1.6412267    +0.4587783    +0.0008874    9.1611034     8.4571883e+04
0.1531034    -0.3607522    2.4711094    +0.0113519    -0.0430196    8.3883410     8.4679542e+04
3.7850500    -1.0041036    3.6396916    -0.3361806    -0.1811647    5.5729245     8.4779267e+04
0.6804185    +0.0941185    4.4107542    -0.0781378    +0.0113074    8.3237883     8.4790638e+04
6.2659260    +0.7383386    6.2357056    -0.0201474    +0.0499750    14.7803136    8.4894929e+04
1.7328326    -0.3353800    1.3048472    +0.1845678    -0.0367972    9.1163332     8.4922711e+04
1.4673901    -0.3994401    3.5878395    -0.0880208    -0.0553888    7.2152615     8.4987656e+04
4.8663375    -2.1070904    6.2171930    -0.0240231    -0.1564324    13.5247452    8.5107071e+04
9.2501760    +0.1640997    5.4805888    -0.4192296    +0.0100409    16.3434583    8.5240297e+04
1.8946739    +0.0885213    2.9960050    +0.0414634    +0.0133487    6.6316603     8.5248675e+04
9.1392122    -0.2959413    3.2830980    -1.9727107    -0.2082420    1.4314646     8.5312676e+04
5.6570561    +0.2923026    5.6826819    -0.2381570    +0.0215691    13.5529653    8.5336311e+04
2.0995346    +0.3142870    3.9834776    -0.2170463    +0.0431907    7.2789985     8.5348365e+04
2.3074693    +0.3070289    4.4272339    -0.2749021    +0.0376213    8.1629583     8.5434394e+04
3.5098141    +0.1979481    2.1919747    +0.4161846    +0.0280308    7.0627364     8.5559208e+04
5.9708284    -0.0464635    3.2973709    -0.3420933    -0.0168239    2.7618784     8.5562390e+04
3.3565287    +0.0692677    1.9047061    +0.4048623    +0.0086036    8.0510838     8.5644140e+04
5.5176272    +0.7075437    6.1087276    -0.0686251    +0.0506159    13.9846590    8.5829805e+04
9.6950391    -0.0562369    0.5956737    +0.3179956    -0.0032325    17.3976010    8.5925853e+04
1.7900919    +0.5255970    2.4542776    +0.1582626    +0.0728058    7.2255473     8.5952067e+04
1.8244223    +0.3198331    1.2984507    +0.1930099    +0.0348988    9.1664401     8.6046258e+04
6.1856510    +0.2560337    1.9716366    +0.7522173    +0.0307063    8.3394699     8.6231555e+04
3.9367681    -0.1213109    4.1966959    -0.4812350    -0.0163942    7.3999715     8.6302817e+04
4.6447720    -1.1989643    3.5166802    -0.3867567    -0.2597601    4.6679788     8.6338866e+04
2.4463673    +0.7155091    1.3959054    +0.2636198    +0.0772397    9.2727046     8.6380600e+04
9.9378530    +1.1280299    1.9168210    +1.0689705    +0.1053915    10.7230760    8.6441593e+04
4.1710014    -0.0348949    5.1501125    -0.3525451    -0.0031894    10.9409527    8.6532693e+04
1.5775880    +1.7275294    5.3998330    -0.1276322    +0.1784277    9.7335249     8.6581236e+04
7.9210404    +0.0797609    1.9509140    +0.9234497    +0.0086495    9.2215637     8.6689949e+04
8.7241461    -1.6273385    1.7121333    +0.8710617    -0.1431513    11.4068802    8.6703927e+04
1.4251253    +0.0054666    5.8204067    -0.0649940    +0.0005581    9.7959085     8.6816577e+04
1.7774090    +0.3318425    0.2401536    +0.0413165    +0.0324105    10.2405128    8.6837943e+04
0.3344327    +0.0683224    3.5903715    -0.0176960    +0.0083318    8.2002522     8.6854463e+04
2.9685870    +0.4755579    3.6843980    -0.2518961    +0.0771446    6.1706171     8.7087649e+04
3.6124435    +0.0286849    5.8536551    -0.1269729    +0.0024146    11.8799654    8.7093877e+04
0.7839695    +0.3582357    0.6824592    +0.0542322    +0.0392523    9.1288218     8.7162042e+04
3.5573947    +0.3614355    4.3363100    -0.4311143    +0.0456160    7.9261841     8.7182909e+04
5.6279635    -0.2570107    5.9608660    -0.1281233    -0.0184183    13.9548716    8.7272198e+04
4.2997095    -0.5057396    1.0060323    +0.3243816    -0.0443512    11.4067944    8.7358083e+04
2.3749173    +0.5432947    2.0027402    +0.2798120    +0.0694565    7.8283794     8.7699820e+04
5.3385400    +0.2082629    6.1288408    -0.0595088    +0.0150909    13.8010764    8.7854200e+04
4.8529104    -0.0122091    2.7562562    +0.4275687    -0.0027755    4.3989693     8.7861650e+04
1.5530211    -0.6561531    1.6759218    +0.1831748    -0.0772328    8.5042381     8.7902311e+04
3.8275976    -0.0061802    2.5339509    +0.3872909    -0.0010681    5.7861021     8.7962200e+04
3.0443235    -0.5576843    1.7698458    +0.3612609    -0.0659570    8.4614006     8.8013604e+04
5.0853433    +0.3609484    0.3945258    +0.1470701    +0.0270537    13.3435598    8.8020862e+04
4.8132835    -0.2852094    3.1715983    -0.0391258    -0.0771036    3.7027092     8.8038508e+04
0.7058504    -0.2467573    3.3880784    -0.0220329    -0.0315547    7.8212742     8.8074533e+04
0.1970913    -0.1160500    1.6865247    +0.0230898    -0.0136851    8.4802962     8.8076322e+04
9.6962965    +2.1436644    0.1296072    +0.0690700    +0.1175106    18.2843642    8.8086707e+04
0.9317492    +0.0367563    4.6221277    -0.1098172    +0.0043411    8.4670971     8.8095462e+04
5.9550769    -0.2756429    2.7294003    +0.6647990    -0.0711557    3.8770719     8.8326867e+04
2.6541362    +0.3729956    5.4237770    -0.1939938    +0.0357518    10.4351319    8.8347837e+04
6.5714951    -0.3039246    2.5558078    +0.8766183    -0.0642071    4.7367574     8.8438576e+04
1.5247664    -0.4133505    1.7207707    +0.1802768    -0.0491194    8.4186008     8.8468975e+04
10.3277044   +0.0374144    5.1994081    -0.6002615    +0.0023155    16.1579386    8.8553846e+04
4.7649755    +0.4340744    5.5660593    -0.2534298    +0.0347389    12.4978550    8.8588154e+04
0.8821847    -0.1109027    4.0329737    -0.0861584    -0.0139049    7.9760437     8.8597729e+04
0.6999440    -0.3633498    2.8368851    +0.0268048    -0.0463413    7.8435342     8.8616760e+04
0.4093794    -0.2069548    4.4597532    -0.0471667    -0.0246119    8.4095695     8.8715733e+04
3.3149522    +0.0658994    6.0015767    -0.0786801    +0.0056225    11.7208203    8.8740804e+04
2.6142482    +0.3461062    6.2574698    -0.0060484    +0.0311326    11.1189752    8.8784877e+04
5.6943334    -1.2119236    5.8773977    -0.1622525    -0.0868776    13.9673407    8.8819151e+04
7.2625217    +1.9577371    6.0435754    -0.1103544    +0.1244467    15.7722087    8.8865895e+04
3.3298515    +0.3256856    1.9020351    +0.4014801    +0.0403966    8.0643907     8.8963011e+04
12.4918155   +0.1707213    0.0265510    +0.0158001    +0.0081333    20.9907269    8.8967838e+04
11.3829125   -0.2533146    3.2381495    -2.7716602    -0.0832655    3.0457705     8.8976278e+04
7.1029452    +0.1774524    1.5399176    +0.6833610    +0.0157805    11.2455031    8.8980492e+04
11.3317274   -0.2310712    3.8658597    -1.5691044    -0.0307659    7.5118171     8.9109767e+04
0.8404860    -1.4459072    1.2323942    +0.0900640    -0.1625848    8.9325520     8.9152970e+04
6.8516810    -0.5877339    4.5620115    -0.7363648    -0.0582012    10.1040166    8.9201735e+04
12.2016571   -0.3014336    5.0159607    -0.7642291    -0.0179121    16.8293765    8.9216571e+04
1.7515103    +0.2763936    0.3336896    +0.0564324    +0.0271678    10.1748435    8.9221497e+04
5.2056654    +0.0308718    2.1409893    +0.6562675    +0.0042986    7.1819278     8.9231953e+04
6.7129641    -0.0974357    0.9292520    +0.4058162    -0.0071518    13.6241270    8.9236835e+04
3.7656149    +0.2938849    2.3694061    +0.4251760    +0.0461070    6.3762370     8.9387077e+04
11.4877760   -2.4869968    1.4197724    +0.8376395    -0.1613052    15.4850239    8.9545594e+04
3.4032030    -0.0563151    0.1715538    +0.0489746    -0.0047453    11.8676093    8.9556856e+04
1.2334615    -1.3557143    0.7554164    +0.0897409    -0.1426994    9.5328074     8.9629192e+04
3.8653948    +0.4148538    2.9236238    +0.1750556    +0.0862241    4.8173119     8.9781419e+04
1.4685371    +0.3022377    0.9890761    +0.1310806    +0.0321849    9.3923022     8.9804320e+04
11.8020162   -3.8244673    1.4107011    +0.8429634    -0.2403399    16.0669754    8.9837075e+04
4.3860850    -0.0078430    2.9569309    +0.1899581    -0.0018388    4.2652145     8.9919284e+04
1.2794708    +0.0105221    3.8641594    -0.1117475    +0.0013867    7.5875882     8.9962569e+04
9.0786862    -0.1351679    2.9588226    +1.8242834    -0.0791322    1.7099115     8.9997669e+04
8.6890473    -0.0577234    5.5860984    -0.3525399    -0.0035729    16.1557219    9.0095446e+04
6.3300477    -1.1065356    3.7980285    -0.8367498    -0.2095431    5.3195496     9.0251511e+04
1.7107247    -0.0250327    5.5089933    -0.1223941    -0.0025553    9.7964617     9.0485900e+04
4.4667841    -0.1094318    2.1869569    +0.5520385    -0.0157416    6.9520246     9.0678423e+04
2.8338233    +0.1546268    6.2611548    -0.0055082    +0.0136427    11.3343623    9.0747313e+04
1.9937450    +0.2181870    5.1998760    -0.1845948    +0.0227312    9.5994094     9.0811803e+04
2.2206304    +1.2307668    5.8869477    -0.0810701    +0.1157729    10.6546592    9.0907481e+04
2.9594369    -0.0594933    0.7296630    +0.1822283    -0.0054650    10.8863747    9.1020299e+04
5.3397511    +2.0471664    5.5446529    -0.2811210    +0.1566998    13.1178748    9.1033024e+04
4.2656912    +0.0651034    2.7997691    +0.3088792    +0.0138400    4.7041544     9.1127210e+04
3.3105309    +0.0589369    3.5185179    -0.2210625    +0.0106053    5.5574103     9.1159570e+04
4.0079421    -0.5591050    3.1562163    -0.0130452    -0.1238063    4.5275234     9.1192963e+04
22.8732994   -0.0627976    0.1059575    +0.0772683    -0.0020038    31.3385883    9.1216992e+04
7.8765661    +0.0519749    4.2424374    -0.9584206    +0.0060561    8.5823407     9.1325030e+04
11.6946163   -0.9586589    3.3630567    -2.4182161    -0.2421740    3.9975142     9.1356194e+04
17.0718210   +0.2684521    1.2159403    +0.8371422    +0.0124547    21.5547670    9.1358718e+04
6.7419441    +0.2306092    1.4051978    +0.6052418    +0.0197288    11.6897441    9.1376456e+04
0.3286458    +0.2243301    6.0835145    -0.0073888    +0.0254220    8.8252087     9.1382278e+04
0.6658792    -0.0917969    4.8610501    -0.0764368    -0.0106442    8.6242951     9.1466916e+04
5.7865333    +1.1303815    0.6214334    +0.2498017    +0.0827579    13.6744949    9.1478767e+04
11.1193102   +0.0100420    2.3033406    +1.4428168    +0.0012048    8.3351043     9.1608039e+04
6.5636251    -0.3404175    4.0333689    -0.8621948    -0.0505604    6.7357525     9.1646083e+04
3.1347330    +0.1408830    6.1461986    -0.0368692    +0.0121306    11.6141136    9.1652972e+04
2.5465109    -0.6560374    5.5180630    -0.1690034    -0.0624806    10.5066919    9.1713223e+04
8.9334089    +0.9094508    6.0615347    -0.1135918    +0.0524408    17.3503757    9.1722882e+04
3.7687916    +0.6456874    2.9169413    +0.1722455    +0.1310605    4.9407685     9.1724957e+04
1.6321359    -0.0781324    5.6363824    -0.1000061    -0.0079307    9.8520014     9.2019679e+04
3.1248990    -0.0305921    6.0576901    -0.0604413    -0.0026448    11.5669493    9.2246690e+04
5.5551760    +0.2804002    3.5572735    -0.5808093    +0.0684788    4.0979022     9.2313289e+04
0.2572938    -0.1772133    1.3381461    +0.0292419    -0.0206923    8.5648153     9.2409498e+04
11.0226611   +0.1010280    2.0658056    +1.2462078    +0.0098715    10.2344428    9.2436270e+04
2.9542498    -0.1844667    0.7961074    +0.1972067    -0.0171177    10.7769091    9.2680902e+04
2.2963020    -3.2634660    6.1673053    -0.0246219    -0.2938554    11.2671444    9.2734849e+04
2.5352883    +0.0637133    4.1847981    -0.2944344    +0.0084404    7.5487060     9.2770851e+04
4.6780101    +0.0447805    2.3099991    +0.5738208    +0.0070315    6.3686015     9.2777439e+04
12.3040073   +0.5456569    3.2546625    -2.7848920    +0.1363961    4.0129633     9.2833023e+04
0.2610718    +0.4550477    1.7920317    +0.0301599    +0.0538217    8.4588017     9.2872773e+04
3.0344084    +0.6978412    1.0941152    +0.2660868    +0.0679565    10.2768419    9.2884483e+04
6.0014304    -0.2676592    3.6730432    -0.7406872    -0.0593153    4.5151317     9.2950619e+04
1.0649297    +0.1770017    1.1587096    +0.1088802    +0.0197088    8.9814466     9.3009338e+04
0.7875906    +0.3962714    3.9014289    -0.0683123    +0.0498194    7.9574469     9.3010525e+04
0.2237406    +0.0490625    1.1598678    +0.0238755    +0.0057103    8.5919644     9.3089757e+04
0.9638600    +0.2384160    0.4319940    +0.0430175    +0.0254012    9.3870222     9.3133288e+04
6.2613969    -0.0252370    4.6354308    -0.6615223    -0.0024834    10.1622877    9.3166045e+04
4.3515774    +0.7082664    6.2232256    -0.0202999    +0.0550777    12.8659140    9.3186472e+04
10.6807624   -0.1486788    3.1664432    -3.0203079    -0.0676756    2.1986115     9.3187127e+04
12.6730473   +0.2541896    5.4918733    -0.4777927    +0.0129659    19.6050384    9.3207323e+04
2.0528682    +0.8534774    2.6269398    +0.1494043    +0.1250645    6.8421189     9.3374203e+04
1.3887886    -0.6119746    3.5477682    -0.0758087    -0.0842684    7.2708139     9.3565423e+04
0.5483665    +3.4134431    2.5366449    +0.0387269    +0.4008262    8.7483981     9.3638349e+04
2.5508266    +3.8713305    1.2737616    +0.2579111    +0.3846621    10.3167810    9.3672439e+04
3.0612545    -0.9239431    2.0208442    +0.3670991    -0.1197292    7.7354072     9.3731937e+04
6.4083841    +0.6083240    2.6549463    +0.8130603    +0.1463884    4.1704274     9.3908151e+04
4.1851980    -1.4971823    4.3338539    -0.5099469    -0.1857576    8.1064092     9.3927650e+04
2.8343413    +0.0403551    5.4317214    -0.2028265    +0.0038127    10.5845448    9.4080677e+04
1.1822435    -0.3672033    4.1895460    -0.1287832    -0.0460078    7.9841484     9.4159014e+04
0.6578728    +0.0625295    2.5718110    +0.0446325    +0.0078613    7.9542256     9.4188336e+04
0.3149460    -0.6107182    4.9285334    -0.0358896    -0.0711167    8.5947910     9.4234941e+04
1.6496915    -0.1877303    3.1733678    -0.0076497    -0.0273937    6.8539132     9.4253082e+04
5.1614119    -0.3656666    0.4266886    +0.1604507    -0.0273422    13.3753828    9.4299062e+04
3.7227511    +0.0091223    1.6874871    +0.4297883    +0.0010280    8.8735973     9.4313481e+04
2.5237070    -0.1308868    3.5198441    -0.1502867    -0.0210234    6.2262305     9.4339784e+04
0.4842726    +0.1405741    2.7124615    +0.0249955    +0.0174345    8.0633814     9.4387657e+04
3.3642450    -0.0172719    2.7564135    +0.2306716    -0.0031240    5.5287144     9.4415061e+04
4.4789990    -0.9951025    4.9164841    -0.4362540    -0.0955753    10.4275793    9.4486815e+04
14.9242458   +0.8924362    5.4873546    -0.5126891    +0.0410328    21.7554546    9.4518158e+04
13.9404068   -1.7007753    5.0235725    -0.8046945    -0.0920922    18.4943113    9.4635507e+04
20.0853878   -0.0534102    3.8888695    -1.9991543    -0.0035591    15.0068799    9.4670801e+04
0.5407641    +0.2662008    2.6765954    +0.0302390    +0.0331786    8.0247358     9.4676727e+04
2.0013171    -0.4642860    6.1719169    -0.0211834    -0.0442255    10.5015632    9.4713410e+04
3.3450990    -1.6432532    0.9787058    +0.2616088    -0.1519365    10.8571216    9.4727795e+04
2.3729086    +0.3239759    3.5732133    -0.1552012    +0.0504059    6.4300686     9.4807307e+04
0.9021493    +0.1628320    3.3781769    -0.0277312    +0.0213492    7.6276511     9.4885712e+04
0.8125726    +0.2616492    2.6174992    +0.0521089    +0.0335018    7.8114728     9.4932097e+04
3.4503986    -0.8897229    3.8315770    -0.3597753    -0.1416682    6.3013862     9.4993569e+04
1.6759816    -0.0620767    1.3437509    +0.1819159    -0.0068773    9.0264189     9.5093545e+04
4.3007363    -0.3033072    6.1101999    -0.0580556    -0.0237693    12.7616481    9.5161596e+04
6.8763359    -0.7045570    5.4057969    -0.3891910    -0.0505086    13.9551763    9.5200379e+04
0.9478997    -0.1449440    5.8099404    -0.0462047    -0.0154947    9.3548255     9.5259773e+04
0.8045454    -0.2769248    0.5736508    +0.0475491    -0.0301368    9.1903137     9.5549401e+04
9.5456180    -0.2979368    1.2977545    +0.6927950    -0.0206987    14.3950371    9.5580508e+04
1.8482403    +2.3770913    2.6244630    +0.1317849    +0.3293906    7.3488028     9.5625025e+04
2.1521132    +0.1350876    0.5875357    +0.1154033    +0.0130384    10.3610154    9.5858255e+04
1.3639601    -0.1350472    5.8700586    -0.0561093    -0.0138294    9.7655106     9.6063757e+04
10.6264685   +0.1941025    3.2613271    -2.5872750    +0.0803178    2.4192822     9.6183555e+04
6.8146113    -0.1535909    3.9684327    -0.9115929    -0.0242088    6.3450372     9.6321742e+04
3.9293938    -0.3057368    1.5247753    +0.4246617    -0.0320807    9.5318790     9.6326242e+04
0.7630737    +0.2514129    5.5814927    -0.0541783    +0.0276325    9.0996185     9.6340669e+04
7.3024003    -0.3974680    0.4621696    +0.2132552    -0.0258294    15.3899278    9.6474881e+04
4.3834710    +0.9649029    5.0711805    -0.3880955    +0.0887319    10.8886492    9.6517174e+04
10.1280823   -0.9436717    1.7542288    +0.9818347    -0.0786351    12.0130123    9.6615734e+04
4.5683187    -0.4371338    3.9290641    -0.5502729    -0.0705000    6.2056166     9.6679372e+04
10.6155049   +0.1627972    2.8944623    +2.1750929    +0.0515434    3.1598479     9.6703143e+04
4.8746324    -0.0113433    5.0887316    -0.4149307    -0.0010087    11.2458088    9.6715852e+04
9.0789916    +0.7030411    5.4746303    -0.4183683    +0.0434682    16.1787804    9.6922314e+04
4.0723396    -0.2774627    2.2240028    +0.4926182    -0.0405533    6.8437941     9.6991512e+04
0.8531183    +0.0679071    2.0962690    +0.0911757    +0.0083775    8.1060097     9.7071570e+04
1.8314395    +0.0871923    4.2401379    -0.2096060    +0.0111232    7.8389379     9.7097145e+04
1.6691289    -0.6528060    6.0812260    -0.0330223    -0.0642859    10.1617235    9.7103333e+04
2.2317249    -0.1870198    4.3326500    -0.2638452    -0.0235267    7.9499874     9.7122761e+04
3.0139246    +0.8695463    0.7151427    +0.1813912    +0.0792065    10.9897023    9.7276770e+04
4.5047669    -0.1277638    4.6443315    -0.5017021    -0.0136706    9.3461947     9.7345207e+04
0.9154585    -1.3964727    2.6280606    +0.0583198    -0.1790518    7.8410953     9.7452173e+04
3.3810864    -0.3835441    4.5807073    -0.3942752    -0.0439283    8.7339478     9.7504332e+04
0.8478374    -1.5523509    2.9991243    +0.0157128    -0.1999057    7.8173789     9.7610707e+04
11.3202569   +0.0922127    1.4395828    +0.8438972    +0.0061396    15.0195085    9.7623854e+04
2.1105134    -0.5076231    5.6832111    -0.1158286    -0.0491915    10.3234908    9.7674916e+04
10.8305368   -2.8229186    6.2692213    -0.0078238    -0.1450126    19.5351112    9.7681139e+04
1.7734265    -0.0648795    1.6948664    +0.2094063    -0.0076639    8.4657158     9.7796940e+04
6.3713118    +0.1388405    1.7065251    +0.6906923    +0.0140107    9.9099391     9.7932550e+04
1.7684103    +1.4756561    3.4217511    -0.0717795    +0.2131448    6.9759564     9.8172243e+04
3.8341885    +0.2410710    3.4395857    -0.2287627    +0.0485246    4.9699699     9.8384558e+04
4.2083078    -0.1379978    3.7904463    -0.4588973    -0.0240332    5.7425158     9.8444941e+04
8.2933707    +3.5081003    1.5214522    +0.7490150    +0.2807621    12.6606019    9.8537555e+04
5.1550003    -0.3631814    3.3612449    -0.3131482    -0.0992786    3.6642195     9.8615895e+04
11.3106492   -0.0622275    3.7959543    -1.6395815    -0.0090175    6.9008578     9.8679856e+04
1.7764912    -0.3591675    5.0880075    -0.1786569    -0.0386021    9.3066567     9.8741230e+04
5.4361261    +0.3666554    2.2969486    +0.6934608    +0.0575942    6.3697053     9.9019886e+04
2.6558479    -0.0360418    5.4180550    -0.1952399    -0.0034588    10.4204640    9.9029199e+04
0.6988927    -0.3122030    1.4482371    +0.0806187    -0.0362303    8.6190734     9.9057893e+04
5.9990913    +0.0804260    0.9035434    +0.3682683    +0.0061440    13.0903288    9.9220711e+04
2.4074784    -0.3384919    4.9400360    -0.2537568    -0.0362155    9.3486471     9.9324077e+04
12.5689998   +0.7229037    5.5853155    -0.4190836    +0.0364056    19.8613020    9.9377333e+04
2.4786025    +0.1167331    6.0886655    -0.0437983    +0.0106676    10.9429738    9.9378826e+04
9.8646102    +0.5276465    5.3293611    -0.5152868    +0.0323053    16.3359692    9.9436853e+04
2.4875572    -0.5443096    2.0987871    +0.2882600    -0.0718875    7.5782145     9.9495283e+04
3.2219448    +0.0494538    2.1433467    +0.3813161    +0.0067957    7.2772635     9.9561566e+04
6.7421364    -0.0648087    3.4924564    -0.8185369    -0.0204171    3.1744523     9.9574246e+04
1.7907996    +0.0158927    3.5037793    -0.0926978    +0.0023185    6.8548284     9.9574603e+04
0.1777257    -0.0443818    3.4464253    -0.0064031    -0.0053275    8.3307569     9.9580630e+04
1.0992814    +0.0304071    1.6777530    +0.1296569    +0.0035969    8.4536601     9.9663601e+04
3.7039453    -0.0666602    5.2501237    -0.2969250    -0.0061308    10.8731259    9.9682623e+04
1.3628596    +0.4591581    2.6274911    +0.0913845    +0.0624406    7.3582941     9.9811145e+04
3.7743608    -0.2553631    4.7467388    -0.4120869    -0.0271076    9.4214967     9.9877133e+04
7.7201803    +0.2499874    6.0858329    -0.0939167    +0.0154860    16.1433950    9.9905772e+04
3.8497182    -1.0786055    4.7736388    -0.4143932    -0.1125436    9.6041513     9.9939487e+04
1.4400474    -0.2281543    3.5028633    -0.0710406    -0.0318055    7.1746260     9.9969799e+04
2.0075141    -0.1435340    1.1842320    +0.1982274    -0.0152009    9.4428366     9.9972208e+04
